MOI,Time,Cells,Replicate,Cell.line
0.5,29,0.5380993,3,H522
0.5,30,0.5584112,3,H522
0.5,31,0.5859666,3,H522
0.5,32,0.5561967,3,H522
0.5,33,0.5101224,3,H522
0.5,34,0.5776998,3,H522
0.5,35,0.5435413,3,H522
0.5,36,0.5616174,3,H522
0.5,37,0.5164792,3,H522
0.5,38,0.5749986,3,H522
0.5,39,0.5118229,3,H522
0.5,40,0.6134198,3,H522
0.5,41,0.584615,3,H522
0.5,42,0.6239195,3,H522
0.5,43,0.5609314,3,H522
0.5,44,0.5740404,3,H522
0.5,45,0.6255962,3,H522
0.5,46,0.6062047,3,H522
0.5,47,0.6521844,3,H522
0.5,48,0.6689515,3,H522
1,0,0.4130706,1,H522
1,1,0.3231638,1,H522
1,2,0.261011,1,H522
1,3,0.3317105,1,H522
1,4,0.3103706,1,H522
1,5,0.2329261,1,H522
1,6,0.2292785,1,H522
1,7,0.2423593,1,H522
1,8,0.2052369,1,H522
1,9,0.3016785,1,H522
1,10,0.2137862,1,H522
1,11,0.2059772,1,H522
1,12,0.2971429,1,H522
1,13,0.3069416,1,H522
1,14,0.3646955,1,H522
1,15,0.3368466,1,H522
1,16,0.3141381,1,H522
1,17,0.410624,1,H522
1,18,0.5382404,1,H522
1,19,0.51596,1,H522
1,20,0.4915166,1,H522
1,21,0.5787799,1,H522
1,22,0.5238226,1,H522
1,23,0.5177863,1,H522
1,24,0.5026438,1,H522
1,25,0.4522016,1,H522
1,26,0.4047835,1,H522
1,27,0.511566,1,H522
1,28,0.4234085,1,H522
1,29,0.4668274,1,H522
1,30,0.4310283,1,H522
1,31,0.4184053,1,H522
1,32,0.4367184,1,H522
1,33,0.5980718,1,H522
1,34,0.6341234,1,H522
1,35,0.6325614,1,H522
1,36,0.5864995,1,H522
1,37,0.5574408,1,H522
1,38,0.5651988,1,H522
1,39,0.5556209,1,H522
1,40,0.6932849,1,H522
1,41,0.5730214,1,H522
1,42,0.5683712,1,H522
1,43,0.6250501,1,H522
1,44,0.6582663,1,H522
1,45,0.6888342,1,H522
1,46,0.6912801,1,H522
1,47,0.6869015,1,H522
1,48,0.6963002,1,H522
1,0,0.3925039,2,H522
1,1,0.3150965,2,H522
1,2,0.2726537,2,H522
1,3,0.2240063,2,H522
1,4,0.2632062,2,H522
1,5,0.2375748,2,H522
1,6,0.2548547,2,H522
1,7,0.2547717,2,H522
1,8,0.2717785,2,H522
1,9,0.1519578,2,H522
1,10,0.1891758,2,H522
1,11,0.2153977,2,H522
1,12,0.2272444,2,H522
1,13,0.1890355,2,H522
1,14,0.3057876,2,H522
1,15,0.2071107,2,H522
1,16,0.3387162,2,H522
1,17,0.2634434,2,H522
1,18,0.3127893,2,H522
1,19,0.2678603,2,H522
1,20,0.2604561,2,H522
1,21,0.3266354,2,H522
1,22,0.3603714,2,H522
1,23,0.315153,2,H522
1,24,0.3350676,2,H522
1,25,0.3999148,2,H522
1,26,0.3950904,2,H522
1,27,0.3035898,2,H522
1,28,0.3255686,2,H522
1,29,0.3168362,2,H522
1,30,0.3333783,2,H522
1,31,0.4037476,2,H522
1,32,0.3867733,2,H522
1,33,0.2666673,2,H522
1,34,0.375184,2,H522
1,35,0.3910536,2,H522
1,36,0.425244,2,H522
1,37,0.4620018,2,H522
1,38,0.5238519,2,H522
1,39,0.4053423,2,H522
1,40,0.5070539,2,H522
1,41,0.4872391,2,H522
1,42,0.5636274,2,H522
1,43,0.5073791,2,H522
1,44,0.4875211,2,H522
1,45,0.4692047,2,H522
1,46,0.5609115,2,H522
1,47,0.5182477,2,H522
1,48,0.6059107,2,H522
1,0,0.516254,3,H522
1,1,0.3908632,3,H522
1,2,0.4939027,3,H522
1,3,0.424955,3,H522
1,4,0.3933625,3,H522
1,5,0.3497223,3,H522
1,6,0.347472,3,H522
1,7,0.2624197,3,H522
1,8,0.2962723,3,H522
1,9,0.2900245,3,H522
1,10,0.3028649,3,H522
1,11,0.2971672,3,H522
1,12,0.318758,3,H522
1,13,0.3252573,3,H522
1,14,0.3039828,3,H522
1,15,0.3650074,3,H522
1,16,0.3859469,3,H522
1,17,0.4338667,3,H522
1,18,0.3793883,3,H522
1,19,0.3324051,3,H522
1,20,0.480595,3,H522
1,21,0.4829839,3,H522
1,22,0.5283191,3,H522
1,23,0.5080846,3,H522
1,24,0.4342734,3,H522
1,25,0.5034355,3,H522
1,26,0.5866728,3,H522
1,27,0.4466678,3,H522
1,28,0.4951087,3,H522
1,29,0.5190063,3,H522
1,30,0.4476507,3,H522
1,31,0.4558247,3,H522
1,32,0.5338324,3,H522
1,33,0.4100844,3,H522
1,34,0.4952258,3,H522
1,35,0.482289,3,H522
1,36,0.5182269,3,H522
1,37,0.4674524,3,H522
1,38,0.4344556,3,H522
1,39,0.3839676,3,H522
1,40,0.4982877,3,H522
1,41,0.5034598,3,H522
1,42,0.491073,3,H522
1,43,0.493432,3,H522
1,44,0.5224814,3,H522
1,45,0.4846878,3,H522
1,46,0.5655716,3,H522
1,47,0.5910659,3,H522
1,48,0.5897232,3,H522
0,0,0.5730245,1,H522-ACE2
0,1,0.5890682,1,H522-ACE2
0,2,0.459088,1,H522-ACE2
0,3,0.4118063,1,H522-ACE2
0,4,0.455756,1,H522-ACE2
0,5,0.4483387,1,H522-ACE2
0,6,0.3439474,1,H522-ACE2
0,7,0.2873705,1,H522-ACE2
0,8,0.3956604,1,H522-ACE2
0,9,0.4503413,1,H522-ACE2
0,10,0.4550949,1,H522-ACE2
0,11,0.353779,1,H522-ACE2
0,12,0.3925087,1,H522-ACE2
0,13,0.333858,1,H522-ACE2
0,14,0.3631847,1,H522-ACE2
0,15,0.4309212,1,H522-ACE2
0,16,0.4002022,1,H522-ACE2
0,17,0.4620261,1,H522-ACE2
0,18,0.4425391,1,H522-ACE2
0,19,0.5311955,1,H522-ACE2
0,20,0.491304,1,H522-ACE2
0,21,0.5495399,1,H522-ACE2
0,22,0.5038726,1,H522-ACE2
0,23,0.529804,1,H522-ACE2
0,24,0.5949535,1,H522-ACE2
0,25,0.7309844,1,H522-ACE2
0,26,0.6361923,1,H522-ACE2
0,27,0.6670858,1,H522-ACE2
0,28,0.5771014,1,H522-ACE2
0,29,0.7399687,1,H522-ACE2
0,30,0.6239347,1,H522-ACE2
0,31,0.6828966,1,H522-ACE2
0,32,0.734248,1,H522-ACE2
0,33,0.8254035,1,H522-ACE2
0,34,0.6564071,1,H522-ACE2
0,35,0.6870863,1,H522-ACE2
0,36,0.6335102,1,H522-ACE2
0,37,0.7084748,1,H522-ACE2
0,38,0.7409951,1,H522-ACE2
0,39,0.6926694,1,H522-ACE2
0,40,0.7495201,1,H522-ACE2
0,41,0.8172374,1,H522-ACE2
0,42,0.8635054,1,H522-ACE2
0,43,0.9019985,1,H522-ACE2
0,44,0.8594682,1,H522-ACE2
0,45,0.8898208,1,H522-ACE2
0,46,0.9826488,1,H522-ACE2
0,47,0.987042,1,H522-ACE2
0,48,0.8905624,1,H522-ACE2
0,0,0.4820953,2,H522-ACE2
0,1,0.383339,2,H522-ACE2
0,2,0.4487936,2,H522-ACE2
0,3,0.3604281,2,H522-ACE2
0,4,0.3708198,2,H522-ACE2
0,5,0.4263641,2,H522-ACE2
0,6,0.3447054,2,H522-ACE2
0,7,0.3675994,2,H522-ACE2
0,8,0.3700431,2,H522-ACE2
0,9,0.346825,2,H522-ACE2
0,10,0.2461092,2,H522-ACE2
0,11,0.3045783,2,H522-ACE2
0,12,0.3960524,2,H522-ACE2
0,13,0.4632699,2,H522-ACE2
0,14,0.3448871,2,H522-ACE2
0,15,0.3623483,2,H522-ACE2
0,16,0.2775653,2,H522-ACE2
0,17,0.3981424,2,H522-ACE2
0,18,0.4308447,2,H522-ACE2
0,19,0.3238464,2,H522-ACE2
0,20,0.5212163,2,H522-ACE2
0,21,0.5380831,2,H522-ACE2
0,22,0.5337911,2,H522-ACE2
0,23,0.6197628,2,H522-ACE2
0,24,0.5899333,2,H522-ACE2
0,25,0.5174609,2,H522-ACE2
0,26,0.631497,2,H522-ACE2
0,27,0.531574,2,H522-ACE2
0,28,0.641902,2,H522-ACE2
0,29,0.4992681,2,H522-ACE2
0,30,0.5855346,2,H522-ACE2
0,31,0.647405,2,H522-ACE2
0,32,0.7295887,2,H522-ACE2
0,33,0.7328064,2,H522-ACE2
0,34,0.8556289,2,H522-ACE2
0,35,0.8630322,2,H522-ACE2
0,36,0.7785206,2,H522-ACE2
0,37,0.8030138,2,H522-ACE2
0,38,0.7963864,2,H522-ACE2
0,39,0.8452473,2,H522-ACE2
0,40,0.8331763,2,H522-ACE2
0,41,0.8345881,2,H522-ACE2
0,42,0.9506813,2,H522-ACE2
0,43,1.050074,2,H522-ACE2
0,44,0.9943003,2,H522-ACE2
0,45,0.9466997,2,H522-ACE2
0,46,0.8924773,2,H522-ACE2
0,47,0.9478848,2,H522-ACE2
0,48,0.972092,2,H522-ACE2
0,0,0.4794785,3,H522-ACE2
0,1,0.4156739,3,H522-ACE2
0,2,0.4277571,3,H522-ACE2
0,3,0.4121097,3,H522-ACE2
0,4,0.381539,3,H522-ACE2
0,5,0.4423096,3,H522-ACE2
0,6,0.4101741,3,H522-ACE2
0,7,0.3579398,3,H522-ACE2
0,8,0.3711587,3,H522-ACE2
0,9,0.3184628,3,H522-ACE2
0,10,0.2999495,3,H522-ACE2
0,11,0.3236856,3,H522-ACE2
0,12,0.2802364,3,H522-ACE2
0,13,0.3102477,3,H522-ACE2
0,14,0.3844532,3,H522-ACE2
0,15,0.3767849,3,H522-ACE2
0,16,0.3329815,3,H522-ACE2
0,17,0.4031182,3,H522-ACE2
0,18,0.3972924,3,H522-ACE2
0,19,0.511425,3,H522-ACE2
0,20,0.4293366,3,H522-ACE2
0,21,0.3880502,3,H522-ACE2
0,22,0.496317,3,H522-ACE2
0,23,0.4986435,3,H522-ACE2
0,24,0.5415087,3,H522-ACE2
0,25,0.5838982,3,H522-ACE2
0,26,0.500854,3,H522-ACE2
0,27,0.582902,3,H522-ACE2
0,28,0.5066696,3,H522-ACE2
0,29,0.4986634,3,H522-ACE2
0,30,0.6595649,3,H522-ACE2
0,31,0.5635817,3,H522-ACE2
0,32,0.7048904,3,H522-ACE2
0,33,0.6884935,3,H522-ACE2
0,34,0.7726671,3,H522-ACE2
0,35,0.6656672,3,H522-ACE2
0,36,0.8752911,3,H522-ACE2
0,37,0.7869797,3,H522-ACE2
0,38,0.9117599,3,H522-ACE2
0,39,0.887507,3,H522-ACE2
0,40,0.9242361,3,H522-ACE2
0,41,1.063265,3,H522-ACE2
0,42,1.033986,3,H522-ACE2
0,43,0.9976008,3,H522-ACE2
0,44,1.108435,3,H522-ACE2
0,45,1.034355,3,H522-ACE2
0,46,1.102268,3,H522-ACE2
0,47,1.079274,3,H522-ACE2
0,48,1.157791,3,H522-ACE2
0.01,0,0.8662138,1,H522-ACE2
0.01,1,0.6386371,1,H522-ACE2
0.01,2,0.5972473,1,H522-ACE2
0.01,3,0.5485161,1,H522-ACE2
0.01,4,0.5265897,1,H522-ACE2
0.01,5,0.561115,1,H522-ACE2
0.01,6,0.5382961,1,H522-ACE2
0.01,7,0.616495,1,H522-ACE2
0.01,8,0.8644111,1,H522-ACE2
0.01,9,1.44803,1,H522-ACE2
0.01,10,2.046895,1,H522-ACE2
0.01,11,2.785233,1,H522-ACE2
0.01,12,4.032179,1,H522-ACE2
0.01,13,4.83516,1,H522-ACE2
0.01,14,5.964774,1,H522-ACE2
0.01,15,7.997013,1,H522-ACE2
0.01,16,9.396782,1,H522-ACE2
0.01,17,10.59459,1,H522-ACE2
0.01,18,13.39237,1,H522-ACE2
0.01,19,16.74869,1,H522-ACE2
0.01,20,21.58358,1,H522-ACE2
0.01,21,23.88855,1,H522-ACE2
0.01,22,27.05772,1,H522-ACE2
0.01,23,28.20472,1,H522-ACE2
0.01,24,28.5739,1,H522-ACE2
0.01,25,30.02532,1,H522-ACE2
0.01,26,33.54963,1,H522-ACE2
0.01,27,33.798,1,H522-ACE2
0.01,28,34.42894,1,H522-ACE2
0.01,29,34.62759,1,H522-ACE2
0.01,30,33.86405,1,H522-ACE2
0.01,31,34.56057,1,H522-ACE2
0.01,32,32.32205,1,H522-ACE2
0.01,33,31.53272,1,H522-ACE2
0.01,34,31.41324,1,H522-ACE2
0.01,35,33.3829,1,H522-ACE2
0.01,36,33.58491,1,H522-ACE2
0.01,37,32.01417,1,H522-ACE2
0.01,38,32.88239,1,H522-ACE2
0.01,39,31.69697,1,H522-ACE2
0.01,40,30.43906,1,H522-ACE2
0.01,41,30.6657,1,H522-ACE2
0.01,42,29.95657,1,H522-ACE2
0.01,43,29.00745,1,H522-ACE2
0.01,44,28.65888,1,H522-ACE2
0.01,45,29.54897,1,H522-ACE2
0.01,46,29.33168,1,H522-ACE2
0.01,47,29.91354,1,H522-ACE2
0.01,48,30.80343,1,H522-ACE2
0.01,0,0.5946125,2,H522-ACE2
0.01,1,0.5381928,2,H522-ACE2
0.01,2,0.4394789,2,H522-ACE2
0.01,3,0.4302265,2,H522-ACE2
0.01,4,0.3159394,2,H522-ACE2
0.01,5,0.3476663,2,H522-ACE2
0.01,6,0.351246,2,H522-ACE2
0.01,7,0.5855766,2,H522-ACE2
0.01,8,0.7889888,2,H522-ACE2
0.01,9,1.355928,2,H522-ACE2
0.01,10,2.148682,2,H522-ACE2
0.01,11,3.010113,2,H522-ACE2
0.01,12,4.126701,2,H522-ACE2
0.01,13,5.627682,2,H522-ACE2
0.01,14,7.920905,2,H522-ACE2
0.01,15,9.378535,2,H522-ACE2
0.01,16,11.13413,2,H522-ACE2
0.01,17,13.91309,2,H522-ACE2
0.01,18,17.2834,2,H522-ACE2
0.01,19,20.37717,2,H522-ACE2
0.01,20,23.00535,2,H522-ACE2
0.01,21,26.536,2,H522-ACE2
0.01,22,27.7046,2,H522-ACE2
0.01,23,33.31216,2,H522-ACE2
0.01,24,35.89711,2,H522-ACE2
0.01,25,35.57878,2,H522-ACE2
0.01,26,35.20032,2,H522-ACE2
0.01,27,33.35412,2,H522-ACE2
0.01,28,34.16094,2,H522-ACE2
0.01,29,33.07534,2,H522-ACE2
0.01,30,32.38771,2,H522-ACE2
0.01,31,32.99799,2,H522-ACE2
0.01,32,33.8473,2,H522-ACE2
0.01,33,35.21369,2,H522-ACE2
0.01,34,36.73521,2,H522-ACE2
0.01,35,37.43296,2,H522-ACE2
0.01,36,37.48004,2,H522-ACE2
0.01,37,35.71331,2,H522-ACE2
0.01,38,35.48393,2,H522-ACE2
0.01,39,35.80106,2,H522-ACE2
0.01,40,34.04832,2,H522-ACE2
0.01,41,36.41869,2,H522-ACE2
0.01,42,36.27843,2,H522-ACE2
0.01,43,37.11976,2,H522-ACE2
0.01,44,36.86584,2,H522-ACE2
0.01,45,36.04121,2,H522-ACE2
0.01,46,34.36562,2,H522-ACE2
0.01,47,35.72593,2,H522-ACE2
0.01,48,35.52555,2,H522-ACE2
0.01,0,0.6573985,3,H522-ACE2
0.01,1,0.4609797,3,H522-ACE2
0.01,2,0.4315062,3,H522-ACE2
0.01,3,0.3937372,3,H522-ACE2
0.01,4,0.3876261,3,H522-ACE2
0.01,5,0.4452883,3,H522-ACE2
0.01,6,0.4288222,3,H522-ACE2
0.01,7,0.5365603,3,H522-ACE2
0.01,8,0.8966674,3,H522-ACE2
0.01,9,1.084223,3,H522-ACE2
0.01,10,1.960842,3,H522-ACE2
0.01,11,2.594281,3,H522-ACE2
0.01,12,3.538538,3,H522-ACE2
0.01,13,4.723476,3,H522-ACE2
0.01,14,6.037714,3,H522-ACE2
0.01,15,6.969566,3,H522-ACE2
0.01,16,8.711499,3,H522-ACE2
0.01,17,10.62516,3,H522-ACE2
0.01,18,13.40593,3,H522-ACE2
0.01,19,15.59833,3,H522-ACE2
0.01,20,17.47852,3,H522-ACE2
0.01,21,25.91786,3,H522-ACE2
0.01,22,28.72808,3,H522-ACE2
0.01,23,31.63778,3,H522-ACE2
0.01,24,39.20072,3,H522-ACE2
0.01,25,43.33534,3,H522-ACE2
0.01,26,42.48468,3,H522-ACE2
0.01,27,42.0858,3,H522-ACE2
0.01,28,42.42584,3,H522-ACE2
0.01,29,40.26675,3,H522-ACE2
0.01,30,39.07626,3,H522-ACE2
0.01,31,38.29361,3,H522-ACE2
0.01,32,38.74582,3,H522-ACE2
0.01,33,39.27356,3,H522-ACE2
0.01,34,39.13234,3,H522-ACE2
0.01,35,40.02302,3,H522-ACE2
0.01,36,37.56004,3,H522-ACE2
0.01,37,37.28192,3,H522-ACE2
0.01,38,37.28288,3,H522-ACE2
0.01,39,39.64183,3,H522-ACE2
0.01,40,39.97432,3,H522-ACE2
0.01,41,42.4376,3,H522-ACE2
0.01,42,43.49312,3,H522-ACE2
0.01,43,45.2195,3,H522-ACE2
0.01,44,45.74368,3,H522-ACE2
0.01,45,45.00531,3,H522-ACE2
0.01,46,44.48713,3,H522-ACE2
0.01,47,44.01947,3,H522-ACE2
0.01,48,42.22275,3,H522-ACE2
0.05,0,0.7998297,1,H522-ACE2
0.05,1,0.6673833,1,H522-ACE2
0.05,2,0.7202891,1,H522-ACE2
0.05,3,0.6279483,1,H522-ACE2
0.05,4,0.5670834,1,H522-ACE2
0.05,5,0.6633064,1,H522-ACE2
0.05,6,1.346374,1,H522-ACE2
0.05,7,3.084119,1,H522-ACE2
0.05,8,5.764444,1,H522-ACE2
0.05,9,9.121515,1,H522-ACE2
0.05,10,14.02923,1,H522-ACE2
0.05,11,17.96385,1,H522-ACE2
0.05,12,21.80812,1,H522-ACE2
0.05,13,26.84974,1,H522-ACE2
0.05,14,33.4347,1,H522-ACE2
0.05,15,41.00327,1,H522-ACE2
0.05,16,42.8376,1,H522-ACE2
0.05,17,47.09499,1,H522-ACE2
0.05,18,48.84169,1,H522-ACE2
0.05,19,50.66735,1,H522-ACE2
0.05,20,51.06636,1,H522-ACE2
0.05,21,51.11848,1,H522-ACE2
0.05,22,53.55529,1,H522-ACE2
0.05,23,53.81487,1,H522-ACE2
0.05,24,54.54634,1,H522-ACE2
0.05,25,53.34806,1,H522-ACE2
0.05,26,53.00276,1,H522-ACE2
0.05,27,54.08027,1,H522-ACE2
0.05,28,52.8936,1,H522-ACE2
0.05,29,52.84579,1,H522-ACE2
0.05,30,54.27039,1,H522-ACE2
0.05,31,54.88158,1,H522-ACE2
0.05,32,53.58212,1,H522-ACE2
0.05,33,54.20648,1,H522-ACE2
0.05,34,53.9774,1,H522-ACE2
0.05,35,54.21475,1,H522-ACE2
0.05,36,54.41166,1,H522-ACE2
0.05,37,52.6581,1,H522-ACE2
0.05,38,53.52156,1,H522-ACE2
0.05,39,53.70095,1,H522-ACE2
0.05,40,52.64441,1,H522-ACE2
0.05,41,54.12061,1,H522-ACE2
0.05,42,53.73247,1,H522-ACE2
0.05,43,53.06451,1,H522-ACE2
0.05,44,54.25397,1,H522-ACE2
0.05,45,54.74511,1,H522-ACE2
0.05,46,53.60793,1,H522-ACE2
0.05,47,53.59906,1,H522-ACE2
0.05,48,54.48196,1,H522-ACE2
0.05,0,0.5860616,2,H522-ACE2
0.05,1,0.499878,2,H522-ACE2
0.05,2,0.4743032,2,H522-ACE2
0.05,3,0.463356,2,H522-ACE2
0.05,4,0.5384583,2,H522-ACE2
0.05,5,0.5961737,2,H522-ACE2
0.05,6,1.45028,2,H522-ACE2
0.05,7,3.370635,2,H522-ACE2
0.05,8,5.779133,2,H522-ACE2
0.05,9,9.114671,2,H522-ACE2
0.05,10,13.22686,2,H522-ACE2
0.05,11,18.37649,2,H522-ACE2
0.05,12,23.79721,2,H522-ACE2
0.05,13,31.6453,2,H522-ACE2
0.05,14,39.82803,2,H522-ACE2
0.05,15,48.31108,2,H522-ACE2
0.05,16,52.00946,2,H522-ACE2
0.05,17,54.64659,2,H522-ACE2
0.05,18,58.90553,2,H522-ACE2
0.05,19,57.71674,2,H522-ACE2
0.05,20,57.75392,2,H522-ACE2
0.05,21,55.9106,2,H522-ACE2
0.05,22,55.64453,2,H522-ACE2
0.05,23,56.2974,2,H522-ACE2
0.05,24,56.791,2,H522-ACE2
0.05,25,57.87071,2,H522-ACE2
0.05,26,56.66316,2,H522-ACE2
0.05,27,55.35231,2,H522-ACE2
0.05,28,55.94297,2,H522-ACE2
0.05,29,55.30896,2,H522-ACE2
0.05,30,54.83354,2,H522-ACE2
0.05,31,53.22522,2,H522-ACE2
0.05,32,56.66736,2,H522-ACE2
0.05,33,56.79014,2,H522-ACE2
0.05,34,56.43272,2,H522-ACE2
0.05,35,57.56018,2,H522-ACE2
0.05,36,57.53945,2,H522-ACE2
0.05,37,56.60012,2,H522-ACE2
0.05,38,57.26268,2,H522-ACE2
0.05,39,56.38896,2,H522-ACE2
0.05,40,55.74918,2,H522-ACE2
0.05,41,57.07907,2,H522-ACE2
0.05,42,55.22458,2,H522-ACE2
0.05,43,56.58745,2,H522-ACE2
0.05,44,56.93332,2,H522-ACE2
0.05,45,56.7587,2,H522-ACE2
0.05,46,55.88255,2,H522-ACE2
0.05,47,55.37617,2,H522-ACE2
0.05,48,54.58657,2,H522-ACE2
0.05,0,0.6693792,3,H522-ACE2
0.05,1,0.6155512,3,H522-ACE2
0.05,2,0.5270398,3,H522-ACE2
0.05,3,0.4539329,3,H522-ACE2
0.05,4,0.6391521,3,H522-ACE2
0.05,5,0.5496218,3,H522-ACE2
0.05,6,1.300477,3,H522-ACE2
0.05,7,3.25441,3,H522-ACE2
0.05,8,6.242613,3,H522-ACE2
0.05,9,9.111851,3,H522-ACE2
0.05,10,13.68006,3,H522-ACE2
0.05,11,18.18232,3,H522-ACE2
0.05,12,23.55726,3,H522-ACE2
0.05,13,29.27205,3,H522-ACE2
0.05,14,37.15408,3,H522-ACE2
0.05,15,46.77252,3,H522-ACE2
0.05,16,51.33327,3,H522-ACE2
0.05,17,57.18418,3,H522-ACE2
0.05,18,61.17688,3,H522-ACE2
0.05,19,63.22858,3,H522-ACE2
0.05,20,61.72019,3,H522-ACE2
0.05,21,61.08853,3,H522-ACE2
0.05,22,61.35626,3,H522-ACE2
0.05,23,61.52646,3,H522-ACE2
0.05,24,60.70118,3,H522-ACE2
0.05,25,60.4528,3,H522-ACE2
0.05,26,62.98483,3,H522-ACE2
0.05,27,58.96993,3,H522-ACE2
0.05,28,59.4812,3,H522-ACE2
0.05,29,60.07666,3,H522-ACE2
0.05,30,59.9834,3,H522-ACE2
0.05,31,60.09931,3,H522-ACE2
0.05,32,58.96636,3,H522-ACE2
0.05,33,58.41127,3,H522-ACE2
0.05,34,56.77614,3,H522-ACE2
0.05,35,56.94577,3,H522-ACE2
0.05,36,55.4259,3,H522-ACE2
0.05,37,55.42902,3,H522-ACE2
0.05,38,57.01578,3,H522-ACE2
0.05,39,56.40704,3,H522-ACE2
0.05,40,55.49524,3,H522-ACE2
0.05,41,55.71388,3,H522-ACE2
0.05,42,56.88466,3,H522-ACE2
0.05,43,54.48264,3,H522-ACE2
0.05,44,54.8357,3,H522-ACE2
0.05,45,54.15727,3,H522-ACE2
0.05,46,54.22675,3,H522-ACE2
0.05,47,53.84479,3,H522-ACE2
0.05,48,52.79622,3,H522-ACE2
0.1,0,0.6389284,1,H522-ACE2
0.1,1,0.6130684,1,H522-ACE2
0.1,2,0.4624192,1,H522-ACE2
0.1,3,0.3875969,1,H522-ACE2
0.1,4,0.5204268,1,H522-ACE2
0.1,5,1.270472,1,H522-ACE2
0.1,6,3.822877,1,H522-ACE2
0.1,7,8.468141,1,H522-ACE2
0.1,8,14.76734,1,H522-ACE2
0.1,9,20.64046,1,H522-ACE2
0.1,10,28.21121,1,H522-ACE2
0.1,11,36.6233,1,H522-ACE2
0.1,12,44.229,1,H522-ACE2
0.1,13,50.77602,1,H522-ACE2
0.1,14,54.56374,1,H522-ACE2
0.1,15,59.59818,1,H522-ACE2
0.1,16,61.34119,1,H522-ACE2
0.1,17,63.01979,1,H522-ACE2
0.1,18,62.27992,1,H522-ACE2
0.1,19,61.71699,1,H522-ACE2
0.1,20,60.87965,1,H522-ACE2
0.1,21,62.23083,1,H522-ACE2
0.1,22,61.81417,1,H522-ACE2
0.1,23,60.36232,1,H522-ACE2
0.1,24,59.81189,1,H522-ACE2
0.1,25,60.39801,1,H522-ACE2
0.1,26,60.66349,1,H522-ACE2
0.1,27,60.5009,1,H522-ACE2
0.1,28,61.2277,1,H522-ACE2
0.1,29,60.293,1,H522-ACE2
0.1,30,59.91093,1,H522-ACE2
0.1,31,60.82658,1,H522-ACE2
0.1,32,60.59529,1,H522-ACE2
0.1,33,60.74303,1,H522-ACE2
0.1,34,58.74133,1,H522-ACE2
0.1,35,59.73148,1,H522-ACE2
0.1,36,59.52135,1,H522-ACE2
0.1,37,60.35038,1,H522-ACE2
0.1,38,60.76427,1,H522-ACE2
0.1,39,59.89822,1,H522-ACE2
0.1,40,59.43232,1,H522-ACE2
0.1,41,61.61061,1,H522-ACE2
0.1,42,62.29414,1,H522-ACE2
0.1,43,60.70226,1,H522-ACE2
0.1,44,60.80967,1,H522-ACE2
0.1,45,61.07831,1,H522-ACE2
0.1,46,61.7896,1,H522-ACE2
0.1,47,61.46547,1,H522-ACE2
0.1,48,61.66553,1,H522-ACE2
0.1,0,0.8015512,2,H522-ACE2
0.1,1,0.6447933,2,H522-ACE2
0.1,2,0.5516617,2,H522-ACE2
0.1,3,0.5136257,2,H522-ACE2
0.1,4,0.6273301,2,H522-ACE2
0.1,5,1.286112,2,H522-ACE2
0.1,6,3.894765,2,H522-ACE2
0.1,7,8.671803,2,H522-ACE2
0.1,8,14.28359,2,H522-ACE2
0.1,9,20.65967,2,H522-ACE2
0.1,10,27.62628,2,H522-ACE2
0.1,11,36.63762,2,H522-ACE2
0.1,12,44.75486,2,H522-ACE2
0.1,13,51.96778,2,H522-ACE2
0.1,14,57.92784,2,H522-ACE2
0.1,15,61.77825,2,H522-ACE2
0.1,16,64.88298,2,H522-ACE2
0.1,17,63.94426,2,H522-ACE2
0.1,18,63.90446,2,H522-ACE2
0.1,19,63.3154,2,H522-ACE2
0.1,20,62.92575,2,H522-ACE2
0.1,21,61.86573,2,H522-ACE2
0.1,22,62.01057,2,H522-ACE2
0.1,23,62.52051,2,H522-ACE2
0.1,24,61.71966,2,H522-ACE2
0.1,25,64.05032,2,H522-ACE2
0.1,26,62.65313,2,H522-ACE2
0.1,27,60.88948,2,H522-ACE2
0.1,28,59.60431,2,H522-ACE2
0.1,29,60.19441,2,H522-ACE2
0.1,30,60.27142,2,H522-ACE2
0.1,31,61.1832,2,H522-ACE2
0.1,32,60.66846,2,H522-ACE2
0.1,33,60.49232,2,H522-ACE2
0.1,34,60.04443,2,H522-ACE2
0.1,35,59.63792,2,H522-ACE2
0.1,36,59.15962,2,H522-ACE2
0.1,37,58.48346,2,H522-ACE2
0.1,38,60.01443,2,H522-ACE2
0.1,39,60.13099,2,H522-ACE2
0.1,40,58.60876,2,H522-ACE2
0.1,41,59.44255,2,H522-ACE2
0.1,42,58.82054,2,H522-ACE2
0.1,43,59.33527,2,H522-ACE2
0.1,44,59.05946,2,H522-ACE2
0.1,45,59.11534,2,H522-ACE2
0.1,46,58.97594,2,H522-ACE2
0.1,47,58.7962,2,H522-ACE2
0.1,48,58.73202,2,H522-ACE2
0.1,0,0.6441038,3,H522-ACE2
0.1,1,0.5009623,3,H522-ACE2
0.1,2,0.5054581,3,H522-ACE2
0.1,3,0.422764,3,H522-ACE2
0.1,4,0.5071731,3,H522-ACE2
0.1,5,1.176026,3,H522-ACE2
0.1,6,3.550508,3,H522-ACE2
0.1,7,8.222865,3,H522-ACE2
0.1,8,14.32258,3,H522-ACE2
0.1,9,20.53555,3,H522-ACE2
0.1,10,27.80657,3,H522-ACE2
0.1,11,38.64637,3,H522-ACE2
