MOI,Time,Cells,Replicate,Cell.line
1,19,114.1444,1,Vero E6
1,20,119.7543,1,Vero E6
1,21,126.7943,1,Vero E6
1,22,128.8568,1,Vero E6
1,23,133.6142,1,Vero E6
1,24,137.9948,1,Vero E6
1,25,139.1946,1,Vero E6
1,26,137.4821,1,Vero E6
1,27,140.1389,1,Vero E6
1,28,142.9772,1,Vero E6
1,29,145.5845,1,Vero E6
1,30,146.1448,1,Vero E6
1,31,152.2628,1,Vero E6
1,32,154.2172,1,Vero E6
1,33,157.4673,1,Vero E6
1,34,163.0043,1,Vero E6
1,35,166.9979,1,Vero E6
1,36,174.7271,1,Vero E6
1,37,179.9347,1,Vero E6
1,38,190.7646,1,Vero E6
1,39,201.7472,1,Vero E6
1,40,209.1049,1,Vero E6
1,41,226.6608,1,Vero E6
1,42,246.6989,1,Vero E6
1,43,262.9109,1,Vero E6
1,44,288.4189,1,Vero E6
1,45,315.9247,1,Vero E6
1,46,336.2118,1,Vero E6
1,47,357.8427,1,Vero E6
1,48,394.3352,1,Vero E6
1,0,0.01279673,2,Vero E6
1,1,0.01271213,2,Vero E6
1,2,0.01226693,2,Vero E6
1,3,1.645723,2,Vero E6
1,4,28.7166,2,Vero E6
1,5,60.3106,2,Vero E6
1,6,73.82949,2,Vero E6
1,7,80.29565,2,Vero E6
1,8,84.53112,2,Vero E6
1,9,88.4108,2,Vero E6
1,10,89.6208,2,Vero E6
1,11,91.3093,2,Vero E6
1,12,93.19076,2,Vero E6
1,13,93.23737,2,Vero E6
1,14,94.48055,2,Vero E6
1,15,95.99056,2,Vero E6
1,16,99.40643,2,Vero E6
1,17,103.2739,2,Vero E6
1,18,106.5769,2,Vero E6
1,19,112.0458,2,Vero E6
1,20,116.277,2,Vero E6
1,21,121.5576,2,Vero E6
1,22,126.5278,2,Vero E6
1,23,129.8521,2,Vero E6
1,24,133.7525,2,Vero E6
1,25,135.4183,2,Vero E6
1,26,136.7094,2,Vero E6
1,27,136.0469,2,Vero E6
1,28,138.9212,2,Vero E6
1,29,141.7696,2,Vero E6
1,30,143.3354,2,Vero E6
1,31,148.1743,2,Vero E6
1,32,151.4369,2,Vero E6
1,33,150.8535,2,Vero E6
1,34,157.0958,2,Vero E6
1,35,164.5208,2,Vero E6
1,36,168.6705,2,Vero E6
1,37,179.4252,2,Vero E6
1,38,188.7272,2,Vero E6
1,39,196.167,2,Vero E6
1,40,210.4041,2,Vero E6
1,41,224.5637,2,Vero E6
1,42,239.9048,2,Vero E6
1,43,260.4227,2,Vero E6
1,44,282.276,2,Vero E6
1,45,303.4557,2,Vero E6
1,46,320.274,2,Vero E6
1,47,348.5747,2,Vero E6
1,48,377.5499,2,Vero E6
1,0,0,3,Vero E6
1,1,0,3,Vero E6
1,2,0.01035063,3,Vero E6
1,3,1.894841,3,Vero E6
1,4,27.37398,3,Vero E6
1,5,57.0978,3,Vero E6
1,6,70.48808,3,Vero E6
1,7,76.31528,3,Vero E6
1,8,81.39785,3,Vero E6
1,9,84.55308,3,Vero E6
1,10,86.54107,3,Vero E6
1,11,87.30231,3,Vero E6
1,12,88.17693,3,Vero E6
1,13,90.72559,3,Vero E6
1,14,91.20468,3,Vero E6
1,15,93.75463,3,Vero E6
1,16,95.56084,3,Vero E6
1,17,99.52526,3,Vero E6
1,18,102.9843,3,Vero E6
1,19,108.8093,3,Vero E6
1,20,114.0052,3,Vero E6
1,21,117.7179,3,Vero E6
1,22,121.2964,3,Vero E6
1,23,124.0139,3,Vero E6
1,24,129.4126,3,Vero E6
1,25,131.7856,3,Vero E6
1,26,131.891,3,Vero E6
1,27,132.32,3,Vero E6
1,28,134.4313,3,Vero E6
1,29,138.273,3,Vero E6
1,30,142.2474,3,Vero E6
1,31,144.7393,3,Vero E6
1,32,149.6896,3,Vero E6
1,33,153.5534,3,Vero E6
1,34,158.7977,3,Vero E6
1,35,163.7688,3,Vero E6
1,36,169.6501,3,Vero E6
1,37,179.3008,3,Vero E6
1,38,187.6574,3,Vero E6
1,39,197.6059,3,Vero E6
1,40,210.0321,3,Vero E6
1,41,222.5259,3,Vero E6
1,42,240.4137,3,Vero E6
1,43,258.0422,3,Vero E6
1,44,273.9793,3,Vero E6
1,45,297.0406,3,Vero E6
1,46,319.7348,3,Vero E6
1,47,344.1847,3,Vero E6
1,48,374.3892,3,Vero E6
0,0,0.4620689,1,H522
0,1,0.4171298,1,H522
0,2,0.3184638,1,H522
0,3,0.3723419,1,H522
0,4,0.3722366,1,H522
0,5,0.3346414,1,H522
0,6,0.3120351,1,H522
0,7,0.3151497,1,H522
0,8,0.2834721,1,H522
0,9,0.2929201,1,H522
0,10,0.3200265,1,H522
0,11,0.2838473,1,H522
0,12,0.2600005,1,H522
0,13,0.2692004,1,H522
0,14,0.2954736,1,H522
0,15,0.2579606,1,H522
0,16,0.240155,1,H522
0,17,0.2410656,1,H522
0,18,0.2491938,1,H522
0,19,0.2938568,1,H522
0,20,0.2328476,1,H522
0,21,0.2694236,1,H522
0,22,0.3043072,1,H522
0,23,0.2902366,1,H522
0,24,0.3514076,1,H522
0,25,0.3849721,1,H522
0,26,0.2811286,1,H522
0,27,0.253042,1,H522
0,28,0.2609673,1,H522
0,29,0.3153032,1,H522
0,30,0.2800545,1,H522
0,31,0.2458251,1,H522
0,32,0.2937712,1,H522
0,33,0.2737098,1,H522
0,34,0.287248,1,H522
0,35,0.3309379,1,H522
0,36,0.2971184,1,H522
0,37,0.3680548,1,H522
0,38,0.337294,1,H522
0,39,0.3195316,1,H522
0,40,0.3653664,1,H522
0,41,0.3503496,1,H522
0,42,0.3264792,1,H522
0,43,0.4238211,1,H522
0,44,0.4076056,1,H522
0,45,0.4111236,1,H522
0,46,0.4236637,1,H522
0,47,0.4407461,1,H522
0,48,0.4625467,1,H522
0,0,0.4500914,2,H522
0,1,0.3178676,2,H522
0,2,0.2755063,2,H522
0,3,0.3241948,2,H522
0,4,0.3953966,2,H522
0,5,0.2854061,2,H522
0,6,0.3737733,2,H522
0,7,0.3379056,2,H522
0,8,0.3104405,2,H522
0,9,0.2989312,2,H522
0,10,0.3118896,2,H522
0,11,0.2690043,2,H522
0,12,0.3308173,2,H522
0,13,0.3238269,2,H522
0,14,0.3697781,2,H522
0,15,0.3021563,2,H522
0,16,0.3187119,2,H522
0,17,0.3760748,2,H522
0,18,0.3712479,2,H522
0,19,0.3039508,2,H522
0,20,0.3366044,2,H522
0,21,0.4437639,2,H522
0,22,0.3916945,2,H522
0,23,0.316702,2,H522
0,24,0.3539602,2,H522
0,25,0.3983166,2,H522
0,26,0.4187744,2,H522
0,27,0.4378754,2,H522
0,28,0.3617577,2,H522
0,29,0.401328,2,H522
0,30,0.4126413,2,H522
0,31,0.4421473,2,H522
0,32,0.3696702,2,H522
0,33,0.4134967,2,H522
0,34,0.3965605,2,H522
0,35,0.3692118,2,H522
0,36,0.3633055,2,H522
0,37,0.4304433,2,H522
0,38,0.4742735,2,H522
0,39,0.4083394,2,H522
0,40,0.4733624,2,H522
0,41,0.4042819,2,H522
0,42,0.4063893,2,H522
0,43,0.4439948,2,H522
0,44,0.4351645,2,H522
0,45,0.4737889,2,H522
0,46,0.496656,2,H522
0,47,0.5851696,2,H522
0,48,0.5428621,2,H522
0,0,0.3951001,3,H522
0,1,0.3692368,3,H522
0,2,0.27141,3,H522
0,3,0.2092661,3,H522
0,4,0.2249028,3,H522
0,5,0.1846607,3,H522
0,6,0.2381067,3,H522
0,7,0.1951999,3,H522
0,8,0.2331976,3,H522
0,9,0.2070741,3,H522
0,10,0.2209667,3,H522
0,11,0.229042,3,H522
0,12,0.2239119,3,H522
0,13,0.206638,3,H522
0,14,0.2828548,3,H522
0,15,0.2455178,3,H522
0,16,0.3041838,3,H522
0,17,0.1906715,3,H522
0,18,0.2291029,3,H522
0,19,0.2674582,3,H522
0,20,0.2055742,3,H522
0,21,0.2371492,3,H522
0,22,0.2105673,3,H522
0,23,0.2518368,3,H522
0,24,0.2351972,3,H522
0,25,0.2725076,3,H522
0,26,0.2529002,3,H522
0,27,0.236307,3,H522
0,28,0.2879141,3,H522
0,29,0.2320513,3,H522
0,30,0.3107928,3,H522
0,31,0.322085,3,H522
0,32,0.2995528,3,H522
0,33,0.3507231,3,H522
0,34,0.3560067,3,H522
0,35,0.305042,3,H522
0,36,0.3377236,3,H522
0,37,0.327318,3,H522
0,38,0.351976,3,H522
0,39,0.3357142,3,H522
0,40,0.392649,3,H522
0,41,0.3063991,3,H522
0,42,0.3114627,3,H522
0,43,0.3815263,3,H522
0,44,0.4445309,3,H522
0,45,0.3667541,3,H522
0,46,0.3949504,3,H522
0,47,0.3655255,3,H522
0,48,0.428329,3,H522
0.01,0,0.3911392,1,H522
0.01,1,0.3075221,1,H522
0.01,2,0.3392051,1,H522
0.01,3,0.270873,1,H522
0.01,4,0.2539221,1,H522
0.01,5,0.2986769,1,H522
0.01,6,0.2780844,1,H522
0.01,7,0.2528367,1,H522
0.01,8,0.2758073,1,H522
0.01,9,0.3271967,1,H522
0.01,10,0.2207267,1,H522
0.01,11,0.2482781,1,H522
0.01,12,0.2427697,1,H522
0.01,13,0.3013849,1,H522
0.01,14,0.2178436,1,H522
0.01,15,0.2689786,1,H522
0.01,16,0.2249243,1,H522
0.01,17,0.2558758,1,H522
0.01,18,0.2747322,1,H522
0.01,19,0.1994106,1,H522
0.01,20,0.260877,1,H522
0.01,21,0.2954968,1,H522
0.01,22,0.2801363,1,H522
0.01,23,0.34327,1,H522
0.01,24,0.255307,1,H522
0.01,25,0.2678023,1,H522
0.01,26,0.2900608,1,H522
0.01,27,0.3157046,1,H522
0.01,28,0.2842123,1,H522
0.01,29,0.3447024,1,H522
0.01,30,0.3137292,1,H522
0.01,31,0.3161942,1,H522
0.01,32,0.3809049,1,H522
0.01,33,0.3595912,1,H522
0.01,34,0.267292,1,H522
0.01,35,0.3889537,1,H522
0.01,36,0.4610108,1,H522
0.01,37,0.4605696,1,H522
0.01,38,0.3920484,1,H522
0.01,39,0.5278533,1,H522
0.01,40,0.4315397,1,H522
0.01,41,0.4740106,1,H522
0.01,42,0.4770432,1,H522
0.01,43,0.5172291,1,H522
0.01,44,0.4407009,1,H522
0.01,45,0.4653447,1,H522
0.01,46,0.5103422,1,H522
0.01,47,0.5563717,1,H522
0.01,48,0.6239424,1,H522
0.01,0,0.3838249,2,H522
0.01,1,0.306174,2,H522
0.01,2,0.236981,2,H522
0.01,3,0.2157964,2,H522
0.01,4,0.223711,2,H522
0.01,5,0.2707547,2,H522
0.01,6,0.231673,2,H522
0.01,7,0.1681919,2,H522
0.01,8,0.2422814,2,H522
0.01,9,0.2722008,2,H522
0.01,10,0.2646997,2,H522
0.01,11,0.2160717,2,H522
0.01,12,0.2793484,2,H522
0.01,13,0.2615449,2,H522
0.01,14,0.2896366,2,H522
0.01,15,0.2476175,2,H522
0.01,16,0.246903,2,H522
0.01,17,0.2387184,2,H522
0.01,18,0.2220424,2,H522
0.01,19,0.2839662,2,H522
0.01,20,0.201428,2,H522
0.01,21,0.2045337,2,H522
0.01,22,0.2382369,2,H522
0.01,23,0.2261187,2,H522
0.01,24,0.2631971,2,H522
0.01,25,0.3359058,2,H522
0.01,26,0.2448011,2,H522
0.01,27,0.2754342,2,H522
0.01,28,0.2810209,2,H522
0.01,29,0.3110229,2,H522
0.01,30,0.2970215,2,H522
0.01,31,0.4095843,2,H522
0.01,32,0.4708128,2,H522
0.01,33,0.3334874,2,H522
0.01,34,0.3721893,2,H522
0.01,35,0.3715586,2,H522
0.01,36,0.4717361,2,H522
0.01,37,0.4781749,2,H522
0.01,38,0.4102466,2,H522
0.01,39,0.3567052,2,H522
0.01,40,0.4389885,2,H522
0.01,41,0.4482971,2,H522
0.01,42,0.414083,2,H522
0.01,43,0.453215,2,H522
0.01,44,0.4941379,2,H522
0.01,45,0.4480523,2,H522
0.01,46,0.530053,2,H522
0.01,47,0.5481145,2,H522
0.01,48,0.5433074,2,H522
0.01,0,0.3344801,3,H522
0.01,1,0.1869286,3,H522
0.01,2,0.2032584,3,H522
0.01,3,0.216864,3,H522
0.01,4,0.2182543,3,H522
0.01,5,0.1812852,3,H522
0.01,6,0.1633584,3,H522
0.01,7,0.190325,3,H522
0.01,8,0.3147214,3,H522
0.01,9,0.2414197,3,H522
0.01,10,0.2578361,3,H522
0.01,11,0.2532366,3,H522
0.01,12,0.2784945,3,H522
0.01,13,0.1804814,3,H522
0.01,14,0.1713874,3,H522
0.01,15,0.1972012,3,H522
0.01,16,0.1784501,3,H522
0.01,17,0.1780985,3,H522
0.01,18,0.1367993,3,H522
0.01,19,0.2433814,3,H522
0.01,20,0.1861043,3,H522
0.01,21,0.1502188,3,H522
0.01,22,0.1940977,3,H522
0.01,23,0.1592166,3,H522
0.01,24,0.2123063,3,H522
0.01,25,0.1916458,3,H522
0.01,26,0.1982341,3,H522
0.01,27,0.2650512,3,H522
0.01,28,0.2607739,3,H522
0.01,29,0.2991436,3,H522
0.01,30,0.3578412,3,H522
0.01,31,0.345024,3,H522
0.01,32,0.3049718,3,H522
0.01,33,0.3267933,3,H522
0.01,34,0.3936649,3,H522
0.01,35,0.3955089,3,H522
0.01,36,0.43498,3,H522
0.01,37,0.4165982,3,H522
0.01,38,0.4370029,3,H522
0.01,39,0.442048,3,H522
0.01,40,0.4277923,3,H522
0.01,41,0.499671,3,H522
0.01,42,0.4485004,3,H522
0.01,43,0.4642211,3,H522
0.01,44,0.4899765,3,H522
0.01,45,0.4907133,3,H522
0.01,46,0.5356782,3,H522
0.01,47,0.5879682,3,H522
0.01,48,0.5143058,3,H522
0.05,0,0.4244746,1,H522
0.05,1,0.3141168,1,H522
0.05,2,0.252534,1,H522
0.05,3,0.2674414,1,H522
0.05,4,0.2483941,1,H522
0.05,5,0.2622738,1,H522
0.05,6,0.1956659,1,H522
0.05,7,0.2097213,1,H522
0.05,8,0.2468059,1,H522
0.05,9,0.2156786,1,H522
0.05,10,0.2101143,1,H522
0.05,11,0.2012464,1,H522
0.05,12,0.2658576,1,H522
0.05,13,0.2470196,1,H522
0.05,14,0.214383,1,H522
0.05,15,0.2471018,1,H522
0.05,16,0.2537304,1,H522
0.05,17,0.2022352,1,H522
0.05,18,0.2444533,1,H522
0.05,19,0.2519207,1,H522
0.05,20,0.2462832,1,H522
0.05,21,0.2520417,1,H522
0.05,22,0.3056263,1,H522
0.05,23,0.3091415,1,H522
0.05,24,0.3571986,1,H522
0.05,25,0.2579872,1,H522
0.05,26,0.3980639,1,H522
0.05,27,0.3312792,1,H522
0.05,28,0.3697493,1,H522
0.05,29,0.3356259,1,H522
0.05,30,0.3404316,1,H522
0.05,31,0.3927512,1,H522
0.05,32,0.3864791,1,H522
0.05,33,0.3864422,1,H522
0.05,34,0.4167055,1,H522
0.05,35,0.4222864,1,H522
0.05,36,0.5438202,1,H522
0.05,37,0.4355195,1,H522
0.05,38,0.4977136,1,H522
0.05,39,0.5121632,1,H522
0.05,40,0.4969199,1,H522
0.05,41,0.4850776,1,H522
0.05,42,0.5292284,1,H522
0.05,43,0.5378067,1,H522
0.05,44,0.6265245,1,H522
0.05,45,0.5518181,1,H522
0.05,46,0.5767386,1,H522
0.05,47,0.5635469,1,H522
0.05,48,0.6091014,1,H522
0.05,0,0.4648463,2,H522
0.05,1,0.3145902,2,H522
0.05,2,0.3574187,2,H522
0.05,3,0.3412382,2,H522
0.05,4,0.2884571,2,H522
0.05,5,0.2995251,2,H522
0.05,6,0.2150328,2,H522
0.05,7,0.2276451,2,H522
0.05,8,0.2801816,2,H522
0.05,9,0.2862913,2,H522
0.05,10,0.2831261,2,H522
0.05,11,0.2728529,2,H522
0.05,12,0.2702792,2,H522
0.05,13,0.2625305,2,H522
0.05,14,0.2575946,2,H522
0.05,15,0.263275,2,H522
0.05,16,0.2180547,2,H522
0.05,17,0.2974305,2,H522
0.05,18,0.2327369,2,H522
0.05,19,0.2725181,2,H522
0.05,20,0.17956,2,H522
0.05,21,0.2687746,2,H522
0.05,22,0.2302425,2,H522
0.05,23,0.2907858,2,H522
0.05,24,0.2663538,2,H522
0.05,25,0.3060963,2,H522
0.05,26,0.3401815,2,H522
0.05,27,0.3337323,2,H522
0.05,28,0.3186452,2,H522
0.05,29,0.3755099,2,H522
0.05,30,0.4020366,2,H522
0.05,31,0.367066,2,H522
0.05,32,0.3892224,2,H522
0.05,33,0.4040021,2,H522
0.05,34,0.4912241,2,H522
0.05,35,0.3724662,2,H522
0.05,36,0.4777718,2,H522
0.05,37,0.4343914,2,H522
0.05,38,0.4248395,2,H522
0.05,39,0.4276191,2,H522
0.05,40,0.3720791,2,H522
0.05,41,0.5643874,2,H522
0.05,42,0.6159419,2,H522
0.05,43,0.5086775,2,H522
0.05,44,0.5462684,2,H522
0.05,45,0.5849892,2,H522
0.05,46,0.4924017,2,H522
0.05,47,0.5242786,2,H522
0.05,48,0.5646792,2,H522
0.05,0,0.4149704,3,H522
0.05,1,0.3505581,3,H522
0.05,2,0.334989,3,H522
0.05,3,0.2458709,3,H522
0.05,4,0.3758981,3,H522
0.05,5,0.304811,3,H522
0.05,6,0.254668,3,H522
0.05,7,0.2779665,3,H522
0.05,8,0.2582774,3,H522
0.05,9,0.2973557,3,H522
0.05,10,0.2773528,3,H522
0.05,11,0.2704418,3,H522
0.05,12,0.2624319,3,H522
0.05,13,0.2584673,3,H522
0.05,14,0.2633187,3,H522
0.05,15,0.2834595,3,H522
0.05,16,0.2530673,3,H522
0.05,17,0.2831225,3,H522
0.05,18,0.3272724,3,H522
0.05,19,0.2716409,3,H522
0.05,20,0.3344555,3,H522
0.05,21,0.2862045,3,H522
0.05,22,0.3478832,3,H522
0.05,23,0.3393342,3,H522
0.05,24,0.3335331,3,H522
0.05,25,0.3098964,3,H522
0.05,26,0.3294625,3,H522
0.05,27,0.3302418,3,H522
0.05,28,0.3213328,3,H522
0.05,29,0.3277656,3,H522
0.05,30,0.3499046,3,H522
0.05,31,0.3596353,3,H522
0.05,32,0.3927108,3,H522
0.05,33,0.3873288,3,H522
0.05,34,0.3557071,3,H522
0.05,35,0.5377128,3,H522
0.05,36,0.4292635,3,H522
0.05,37,0.4685715,3,H522
0.05,38,0.4912589,3,H522
0.05,39,0.4152332,3,H522
0.05,40,0.5145698,3,H522
0.05,41,0.5037918,3,H522
0.05,42,0.5448671,3,H522
0.05,43,0.5038221,3,H522
0.05,44,0.5142758,3,H522
0.05,45,0.5266819,3,H522
0.05,46,0.5497414,3,H522
0.05,47,0.5472007,3,H522
0.05,48,0.5958709,3,H522
0.1,0,0.3827796,1,H522
0.1,1,0.2459722,1,H522
0.1,2,0.1781141,1,H522
0.1,3,0.196127,1,H522
0.1,4,0.1763004,1,H522
0.1,5,0.1707243,1,H522
0.1,6,0.1740577,1,H522
0.1,7,0.1679652,1,H522
0.1,8,0.1791044,1,H522
0.1,9,0.1673457,1,H522
0.1,10,0.1728722,1,H522
0.1,11,0.1420863,1,H522
0.1,12,0.1373556,1,H522
0.1,13,0.134059,1,H522
0.1,14,0.1832051,1,H522
0.1,15,0.1969147,1,H522
0.1,16,0.1889962,1,H522
0.1,17,0.1878388,1,H522
0.1,18,0.1877377,1,H522
0.1,19,0.166602,1,H522
0.1,20,0.1900878,1,H522
0.1,21,0.2061849,1,H522
0.1,22,0.1839385,1,H522
0.1,23,0.2214263,1,H522
0.1,24,0.2087405,1,H522
0.1,25,0.2193211,1,H522
0.1,26,0.2044147,1,H522
0.1,27,0.2092426,1,H522
0.1,28,0.2052192,1,H522
0.1,29,0.2477774,1,H522
0.1,30,0.2876177,1,H522
0.1,31,0.2952791,1,H522
0.1,32,0.2773041,1,H522
0.1,33,0.2830409,1,H522
0.1,34,0.4017406,1,H522
0.1,35,0.3023365,1,H522
0.1,36,0.3206955,1,H522
0.1,37,0.3288858,1,H522
0.1,38,0.3367274,1,H522
0.1,39,0.3977086,1,H522
0.1,40,0.347274,1,H522
0.1,41,0.4348502,1,H522
0.1,42,0.521925,1,H522
0.1,43,0.5477126,1,H522
0.1,44,0.5119105,1,H522
0.1,45,0.4699211,1,H522
0.1,46,0.5375485,1,H522
0.1,47,0.5287733,1,H522
0.1,48,0.5390348,1,H522
0.1,0,0.3373841,2,H522
0.1,1,0.216741,2,H522
0.1,2,0.1859751,2,H522
0.1,3,0.1386006,2,H522
0.1,4,0.1824222,2,H522
0.1,5,0.1920333,2,H522
0.1,6,0.2502932,2,H522
0.1,7,0.2687701,2,H522
0.1,8,0.1844431,2,H522
0.1,9,0.1942146,2,H522
0.1,10,0.2186512,2,H522
0.1,11,0.2298546,2,H522
0.1,12,0.1953501,2,H522
0.1,13,0.2178395,2,H522
0.1,14,0.1745954,2,H522
0.1,15,0.2074802,2,H522
0.1,16,0.1680692,2,H522
0.1,17,0.1750556,2,H522
0.1,18,0.2293106,2,H522
0.1,19,0.2603721,2,H522
0.1,20,0.2126324,2,H522
0.1,21,0.2611576,2,H522
0.1,22,0.2359793,2,H522
0.1,23,0.2983557,2,H522
0.1,24,0.3406479,2,H522
0.1,25,0.3320911,2,H522
0.1,26,0.305343,2,H522
0.1,27,0.3667642,2,H522
0.1,28,0.2680233,2,H522
0.1,29,0.4136513,2,H522
0.1,30,0.4252118,2,H522
0.1,31,0.4717439,2,H522
0.1,32,0.3807032,2,H522
0.1,33,0.3526233,2,H522
0.1,34,0.4567736,2,H522
0.1,35,0.3849409,2,H522
0.1,36,0.4358405,2,H522
0.1,37,0.5234916,2,H522
0.1,38,0.4834622,2,H522
0.1,39,0.4919626,2,H522
0.1,40,0.3915965,2,H522
0.1,41,0.5472277,2,H522
0.1,42,0.4703461,2,H522
0.1,43,0.4903363,2,H522
0.1,44,0.5865722,2,H522
0.1,45,0.5778978,2,H522
0.1,46,0.6189363,2,H522
0.1,47,0.6160268,2,H522
0.1,48,0.74296,2,H522
0.1,0,0.4053372,3,H522
0.1,1,0.3905957,3,H522
0.1,2,0.2954569,3,H522
0.1,3,0.3551477,3,H522
0.1,4,0.270233,3,H522
0.1,5,0.2328465,3,H522
0.1,6,0.1533917,3,H522
0.1,7,0.1801666,3,H522
0.1,8,0.2227309,3,H522
0.1,9,0.1732744,3,H522
0.1,10,0.1935299,3,H522
0.1,11,0.2206518,3,H522
0.1,12,0.1882513,3,H522
0.1,13,0.1708027,3,H522
0.1,14,0.1426443,3,H522
0.1,15,0.1396717,3,H522
0.1,16,0.1993203,3,H522
0.1,17,0.1960611,3,H522
0.1,18,0.1898561,3,H522
0.1,19,0.1859333,3,H522
0.1,20,0.1595674,3,H522
0.1,21,0.1933697,3,H522
0.1,22,0.2449947,3,H522
0.1,23,0.226746,3,H522
0.1,24,0.2666679,3,H522
0.1,25,0.2002393,3,H522
0.1,26,0.230557,3,H522
0.1,27,0.2147344,3,H522
0.1,28,0.2008482,3,H522
0.1,29,0.1789693,3,H522
0.1,30,0.2374828,3,H522
0.1,31,0.1939006,3,H522
0.1,32,0.2425668,3,H522
0.1,33,0.2745053,3,H522
0.1,34,0.2447233,3,H522
0.1,35,0.3044549,3,H522
0.1,36,0.3377943,3,H522
0.1,37,0.3002452,3,H522
0.1,38,0.3396232,3,H522
0.1,39,0.3679701,3,H522
0.1,40,0.3986835,3,H522
0.1,41,0.3867105,3,H522
0.1,42,0.5055201,3,H522
0.1,43,0.6116226,3,H522
0.1,44,0.5122886,3,H522
0.1,45,0.4411873,3,H522
0.1,46,0.4873059,3,H522
0.1,47,0.5754028,3,H522
0.1,48,0.5453607,3,H522
0.5,0,0.3801867,1,H522
0.5,1,0.3379368,1,H522
0.5,2,0.4141472,1,H522
0.5,3,0.3787324,1,H522
0.5,4,0.4052439,1,H522
0.5,5,0.3210829,1,H522
0.5,6,0.4217671,1,H522
0.5,7,0.3980471,1,H522
0.5,8,0.3482378,1,H522
0.5,9,0.2539384,1,H522
0.5,10,0.2916899,1,H522
0.5,11,0.2979874,1,H522
0.5,12,0.3843756,1,H522
0.5,13,0.3985856,1,H522
0.5,14,0.3815245,1,H522
0.5,15,0.4061155,1,H522
0.5,16,0.3987651,1,H522
0.5,17,0.4928265,1,H522
0.5,18,0.4163159,1,H522
0.5,19,0.5112441,1,H522
0.5,20,0.5613494,1,H522
0.5,21,0.5985337,1,H522
0.5,22,0.6196107,1,H522
0.5,23,0.5684512,1,H522
0.5,24,0.4952533,1,H522
0.5,25,0.6667064,1,H522
0.5,26,0.482623,1,H522
0.5,27,0.555424,1,H522
0.5,28,0.5632572,1,H522
0.5,29,0.5683536,1,H522
0.5,30,0.5770543,1,H522
0.5,31,0.5292796,1,H522
0.5,32,0.6182232,1,H522
0.5,33,0.5345786,1,H522
0.5,34,0.5733071,1,H522
0.5,35,0.5472446,1,H522
0.5,36,0.552139,1,H522
0.5,37,0.5586596,1,H522
0.5,38,0.6670538,1,H522
0.5,39,0.5019849,1,H522
0.5,40,0.7578413,1,H522
0.5,41,0.7468892,1,H522
0.5,42,0.7060878,1,H522
0.5,43,0.6762378,1,H522
0.5,44,0.709587,1,H522
0.5,45,0.7505298,1,H522
0.5,46,0.7706911,1,H522
0.5,47,0.7768665,1,H522
0.5,48,0.6624365,1,H522
0.5,0,0.3142073,2,H522
0.5,1,0.251343,2,H522
0.5,2,0.2493293,2,H522
0.5,3,0.2609668,2,H522
0.5,4,0.2432904,2,H522
0.5,5,0.2256057,2,H522
0.5,6,0.2365038,2,H522
0.5,7,0.219186,2,H522
0.5,8,0.2751558,2,H522
0.5,9,0.2699623,2,H522
0.5,10,0.2640811,2,H522
0.5,11,0.2451183,2,H522
0.5,12,0.2659359,2,H522
0.5,13,0.3324009,2,H522
0.5,14,0.2950846,2,H522
0.5,15,0.3029545,2,H522
0.5,16,0.2835804,2,H522
0.5,17,0.3402976,2,H522
0.5,18,0.3687032,2,H522
0.5,19,0.4233092,2,H522
0.5,20,0.3071123,2,H522
0.5,21,0.3706106,2,H522
0.5,22,0.4362102,2,H522
0.5,23,0.3502286,2,H522
0.5,24,0.3564053,2,H522
0.5,25,0.3627642,2,H522
0.5,26,0.4328665,2,H522
0.5,27,0.3840311,2,H522
0.5,28,0.3476661,2,H522
0.5,29,0.3860733,2,H522
0.5,30,0.3690188,2,H522
0.5,31,0.3932517,2,H522
0.5,32,0.3266957,2,H522
0.5,33,0.4118166,2,H522
0.5,34,0.3773904,2,H522
0.5,35,0.4671946,2,H522
0.5,36,0.4432019,2,H522
0.5,37,0.3527049,2,H522
0.5,38,0.4382674,2,H522
0.5,39,0.488953,2,H522
0.5,40,0.4416209,2,H522
0.5,41,0.4340499,2,H522
0.5,42,0.5038639,2,H522
0.5,43,0.5053498,2,H522
0.5,44,0.5249326,2,H522
0.5,45,0.4971341,2,H522
0.5,46,0.5862959,2,H522
0.5,47,0.6211646,2,H522
0.5,48,0.5234959,2,H522
0.5,0,0.4215042,3,H522
0.5,1,0.3898456,3,H522
0.5,2,0.3445965,3,H522
0.5,3,0.3887068,3,H522
0.5,4,0.3679922,3,H522
0.5,5,0.2988568,3,H522
0.5,6,0.3226105,3,H522
0.5,7,0.257347,3,H522
0.5,8,0.2912147,3,H522
0.5,9,0.2578975,3,H522
0.5,10,0.3368481,3,H522
0.5,11,0.3659075,3,H522
0.5,12,0.3843751,3,H522
0.5,13,0.3627814,3,H522
0.5,14,0.3628305,3,H522
0.5,15,0.3742986,3,H522
0.5,16,0.3790137,3,H522
0.5,17,0.3714999,3,H522
0.5,18,0.3838666,3,H522
0.5,19,0.3656583,3,H522
0.5,20,0.3597029,3,H522
0.5,21,0.342102,3,H522
0.5,22,0.3785207,3,H522
0.5,23,0.4256084,3,H522
0.5,24,0.4118258,3,H522
0.5,25,0.4694476,3,H522
0.5,26,0.4136846,3,H522
0.5,27,0.474697,3,H522
0.5,28,0.4673131,3,H522
